"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","true","PASS","2024-01-22","23_18_10","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\RESULT\2024\January\22\Screenshot\23_18_10_SC_04.png"")","Chrome","192.168.4.111","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","true","PASS","2024-01-22","23_18_14","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\RESULT\2024\January\22\Screenshot\23_18_14_SC_09.png"")","Chrome","192.168.4.111","BISWAJIT2000","Asia/Calcutta"
