"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","true","PASS","2024-03-14","16_08_34","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\STATIC_RESULT\2024\March\14\IshinePortal\SCREENSHOTs\SC_01_IshinePortal_TC_01_01_IshineLoginPage_16_08_34.png"")","chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","true","PASS","2024-03-14","16_08_36","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\STATIC_RESULT\2024\March\14\IshinePortal\SCREENSHOTs\SC_01_IshinePortal_TC_01_02_IshineLoginPage_16_08_36.png"")","chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
