"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","false","FAIL","2024-01-16","21_55_57","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","false","FAIL","2024-01-16","21_55_57","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_03","Redirects To Apmosys Mail Login page","true","false","FAIL","2024-01-16","21_55_57","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_04","User should be able to Go To mailBody And get The OTP","true","false","FAIL","2024-01-16","21_55_57","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_05","User should be able to login after entering OTP","true","false","FAIL","2024-01-16","21_55_57","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","https://ishine.apmosys.com/#/login","false","PASS","2024-01-16","22_10_11","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","false","FAIL","2024-01-16","22_11_46","=HYPERLINK(""null"")","Chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","false","FAIL","2024-01-16","22_11_46","=HYPERLINK(""null"")","Chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","true","PASS","2024-01-16","22_14_58","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\RESULT\2024\January\16\Screenshot\22_14_58_SC_04.png"")","Chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","true","PASS","2024-01-16","22_15_01","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\RESULT\2024\January\16\Screenshot\22_15_01_SC_09.png"")","Chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page",,"false","PASS","2024-01-16","22_31_02","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.",,"false","PASS","2024-01-16","22_31_02","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_03","Redirects To Apmosys Mail Login page",,"false","PASS","2024-01-16","22_31_02","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_04","User should be able to Go To mailBody And get The OTP",,"false","PASS","2024-01-16","22_31_02","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_05","User should be able to login after entering OTP",,"false","PASS","2024-01-16","22_31_02","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page",,"false","PASS","2024-01-16","22_32_54","=HYPERLINK(""null"")","HtmlUnitDriver","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
