"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","true","PASS","2024-02-08","16_02_12","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\STATIC_RESULT\2024\February\08\Screenshot\16_02_12_SC_04.png"")","chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","false","FAIL","2024-02-08","16_02_54","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\STATIC_RESULT\2024\February\08\Screenshot\16_02_54_SC_09.png"")","chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
