"Test_Case","Description","ExpectedResult","ActualResult","Status","Date","Time","Screenshot_File_Location","BrowserType","IP","HOST","ZONE"
"TC_01_01","Redirects To Ishine Login page","true","true","PASS","2024-03-09","22_07_55","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\STATIC_RESULT\2024\March\09\IshinePortal\SCREENSHOTs\SC_01_IshinePortal_TC_01_01_IshineLoginPage_22_07_55.png"")","chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
"TC_01_02","User should be able to login after entering credentials.","true","true","PASS","2024-03-09","22_07_57","=HYPERLINK(""C:\Users\biswa\eclipse-workspace\BiswajitFramework\STATIC_RESULT\2024\March\09\IshinePortal\SCREENSHOTs\SC_01_IshinePortal_TC_01_02_IshineLoginPage_22_07_57.png"")","chrome","192.168.137.1","BISWAJIT2000","Asia/Calcutta"
